timestamp,download_mbps,upload_mbps,ping_ms,jitter_ms,packet_loss_pct,server_id,server_name,server_location,server_country,result_url
2026-05-26T22:57:39.866971,935.15,42.03,15.428,3.358,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/61bc8fd0-484f-4ebc-9839-6325326316e0
2026-05-26T23:16:35.848564,909.06,41.47,14.683,0.73,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/f262f0fe-d3f3-4b48-b2ee-6f6a3364d331
