timestamp,download_mbps,upload_mbps,ping_ms,jitter_ms,packet_loss_pct,server_id,server_name,server_location,server_country,result_url
2026-05-28T05:55:42.760684,37.51,39.37,18.511,0.792,12.333333333333334,47256,"Surfnet Communications, Inc","San Luis Obispo, CA",United States,https://www.speedtest.net/result/c/51e35bf4-6365-441f-baa3-4b5bc2ce2f3c
2026-05-28T06:10:35.464091,944.39,40.9,21.298,1.101,0,14236,Frontier,"Los Angeles, CA",United States,https://www.speedtest.net/result/c/99504573-4404-4af9-9a32-cb1f661de16e
2026-05-28T06:25:29.442669,928.16,41.01,20.884,1.638,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/b8d93c27-3198-4018-8f43-d9a4a6d8519c
2026-05-28T06:40:26.081103,927.38,41.13,20.033,0.74,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/adf074ff-c099-4f56-b395-b6071d3df81f
2026-05-28T06:55:26.961902,928.95,40.19,20.583,0.83,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/e2a3dbc2-81c3-4011-8aa2-e46617d0061d
2026-05-28T07:10:26.967393,926.81,41.11,20.036,1.033,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/dce488ad-70d1-4d26-8c9b-eee5fe7ed526
2026-05-28T07:25:26.948238,927.97,40.95,14.469,0.474,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/4435f450-87a1-4eac-b0ec-2af4e2174652
2026-05-28T07:40:33.665467,947.96,40.72,23.44,3.293,0,14236,Frontier,"Los Angeles, CA",United States,https://www.speedtest.net/result/c/4d49efba-7401-41fc-8c2e-ebacd6044fbe
2026-05-28T07:55:32.182244,232.79,35.97,21.322,1.522,0,40986,Internet 3.14,"Reedley, CA",United States,https://www.speedtest.net/result/c/d45a44d0-a16a-4159-a54f-a9b3b909e76d
2026-05-28T08:10:39.733267,296.26,41.33,26.616,2.599,0,47256,"Surfnet Communications, Inc","San Luis Obispo, CA",United States,https://www.speedtest.net/result/c/a7074548-5612-4271-92d4-2127c5d28b5a
2026-05-28T08:25:38.758269,352.76,41.69,18.727,1.362,0,47256,"Surfnet Communications, Inc","San Luis Obispo, CA",United States,https://www.speedtest.net/result/c/b2e7e51a-a7ad-4d4b-9e4e-7251eaf7ca4f
2026-05-28T08:40:30.216457,930.11,41.14,14.626,1.172,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/b36bfef4-ec1e-4e31-9e18-bc9d2fa7644e
2026-05-28T08:55:30.296526,927.57,41.09,21.093,1.931,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/5c8624c9-5d36-4fa5-b495-e8be06afee12
