timestamp,download_mbps,upload_mbps,ping_ms,jitter_ms,packet_loss_pct,server_id,server_name,server_location,server_country,result_url
2026-05-28T02:55:20.591967,928.75,41.54,14.12,0.691,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/f8d181ff-a8db-427d-8ec1-957fe10a1227
2026-05-28T03:10:21.231298,925.98,41.68,14.583,0.724,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/b9289eb6-d199-4406-8187-a92c0f7a9cb8
2026-05-28T03:25:21.254701,932.39,41.36,19.6,0.635,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/802c78bb-c873-4be6-9a4a-d6b68454202b
2026-05-28T03:40:20.691045,927.7,41.09,13.353,0.555,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/1b916808-d3c8-4a38-93fa-13112a6a5de3
2026-05-28T03:55:20.697277,929.28,41.04,20.197,1.038,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/b7cfbbfe-66a0-40e5-b5e6-2067f625bc11
2026-05-28T04:10:20.840589,928.36,41.05,13.673,0.41,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/f61e7e16-354f-4211-830d-c0e715796af7
2026-05-28T04:25:30.202624,199.93,21.62,24.382,3.418,0,40986,Internet 3.14,"Reedley, CA",United States,https://www.speedtest.net/result/c/4e83c8da-ebf5-474e-97d8-d89a7e1f208f
2026-05-28T04:40:24.400198,927.72,41.24,13.593,1.148,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/69a00a17-8798-4e72-9c7b-3bbdf054297f
2026-05-28T04:55:22.917538,927.48,40.81,20.784,1.301,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/ed9c5f1c-8fbd-4ba9-9fee-795de6ad4a9e
2026-05-28T05:10:40.232512,32.22,38.94,25.083,0.609,11.333333333333334,47256,"Surfnet Communications, Inc","San Luis Obispo, CA",United States,https://www.speedtest.net/result/c/93064ec8-4258-4e01-8e02-99c085e84784
2026-05-28T05:25:24.103458,925.88,41.14,13.787,5.748,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/a45a5cb2-75ca-4fd5-8063-332a14962854
2026-05-28T05:40:25.593045,929.43,40.42,13.818,0.301,,73169,Comcast,"Santa Clara, CA",United States,https://www.speedtest.net/result/c/aeea83b6-44e1-492d-9754-67de58e83e9b
